,label,text,text_clean,text_tokens,text_tokens_lemma,word_count,noun_count,verb_count,adj_count,adv_count,pron_count
4510,ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,"['sorry', 'missed', 'babe', 'late', 'slept', 'hope', 'enjoy', 'driving', 'lesson', 'boytoy', 'miss', 'teasing', 'kiss']","['sorry', 'missed', 'babe', 'late', 'slept', 'hope', 'enjoy', 'driving', 'lesson', 'boytoy', 'miss', 'teasing', 'kiss']",119,6,5,1,0,0
4511,ham,project pa come,project pa come,"['project', 'pa', 'come']","['project', 'pa', 'come']",25,1,2,0,0,0
4512,spam,money wining number wot next,money wining number wot next,"['money', 'wining', 'number', 'wot', 'next']","['money', 'wining', 'number', 'wot', 'next']",44,3,1,0,0,0
4513,ham,sure whenever show fuck gt,sure whenever show fuck gt,"['sure', 'whenever', 'show', 'fuck', 'gt']","['sure', 'whenever', 'show', 'fuck', 'gt']",42,2,1,1,1,0
4514,ham,random saw old roomate campus graduated,random saw old roomate campus graduated,"['random', 'saw', 'old', 'roomate', 'campus', 'graduated']","['random', 'saw', 'old', 'roomate', 'campus', 'graduated']",58,3,2,1,0,0
4515,spam,congrats mobile g videophones r call videochat wid mate play java game dload polyh music noline rentl bx ip pm,congrats mobile g videophones r call videochat wid mates play java games dload polyh music noline rentl bx ip pm,"['congrats', 'mobile', 'g', 'videophones', 'r', 'call', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'pm']","['congrats', 'mobile', 'g', 'videophones', 'r', 'call', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx', 'ip', 'pm']",171,15,3,1,0,1
4516,ham,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife,"['men', 'always', 'needs', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']","['men', 'always', 'need', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']",142,4,4,4,1,0
4517,ham,suck got planned yo valentine yo valentine arent,sucks got planned yo valentine yo valentine arent,"['sucks', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', 'arent']","['suck', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine', 'arent']",73,4,2,1,1,0
4518,ham,got part nottingham hr mile good thing love man much mph hey ho,got part nottingham hrs miles good thing love man much mph hey ho,"['got', 'part', 'nottingham', 'hrs', 'miles', 'good', 'thing', 'love', 'man', 'much', 'mph', 'hey', 'ho']","['got', 'part', 'nottingham', 'hr', 'mile', 'good', 'thing', 'love', 'man', 'much', 'mph', 'hey', 'ho']",103,8,2,2,1,0
4519,ham,think one saying clearly leave need ask go come,think one saying clearly leave need ask go come,"['think', 'one', 'saying', 'clearly', 'leave', 'need', 'ask', 'go', 'come']","['think', 'one', 'saying', 'clearly', 'leave', 'need', 'ask', 'go', 'come']",75,0,6,0,1,0
4520,ham,hi good mornin thanku wish,hi good mornin thanku wish,"['hi', 'good', 'mornin', 'thanku', 'wish']","['hi', 'good', 'mornin', 'thanku', 'wish']",42,3,0,1,1,0
4521,ham,want meet morro,want meet morro,"['want', 'meet', 'morro']","['want', 'meet', 'morro']",25,2,0,1,0,0
4522,ham,actually decided hungry havent left yet v,actually decided hungry havent left yet v,"['actually', 'decided', 'hungry', 'havent', 'left', 'yet', 'v']","['actually', 'decided', 'hungry', 'havent', 'left', 'yet', 'v']",63,1,2,2,2,0
4523,ham,ive sent part,ive sent part,"['ive', 'sent', 'part']","['ive', 'sent', 'part']",23,1,1,1,0,0
4524,ham,co shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor,cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor,"['cos', 'shopping', 'wif', 'darren', 'jus', 'n', 'called', 'ask', 'wat', 'present', 'wan', 'lor', 'started', 'guessing', 'wif', 'n', 'finally', 'guessed', 'darren', 'lor']","['co', 'shopping', 'wif', 'darren', 'jus', 'n', 'called', 'ask', 'wat', 'present', 'wan', 'lor', 'started', 'guessing', 'wif', 'n', 'finally', 'guessed', 'darren', 'lor']",170,13,4,1,1,0
4525,spam,want cock hubby away need real man satisfy txt wife string action txt stop end txt rec ea otbox la w,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec ea otbox la ws,"['want', 'cock', 'hubbys', 'away', 'need', 'real', 'man', 'satisfy', 'txt', 'wife', 'strings', 'action', 'txt', 'stop', 'end', 'txt', 'rec', 'ea', 'otbox', 'la', 'ws']","['want', 'cock', 'hubby', 'away', 'need', 'real', 'man', 'satisfy', 'txt', 'wife', 'string', 'action', 'txt', 'stop', 'end', 'txt', 'rec', 'ea', 'otbox', 'la', 'w']",164,13,2,5,1,0
4526,ham,understand loss gain work school,understand loss gain work school,"['understand', 'loss', 'gain', 'work', 'school']","['understand', 'loss', 'gain', 'work', 'school']",48,4,0,1,0,0
4527,ham,missed havent much bit bored holiday want go bak college sad isnt itxx,missed havent much bit bored holiday want go bak college sad isnt itxx,"['missed', 'havent', 'much', 'bit', 'bored', 'holiday', 'want', 'go', 'bak', 'college', 'sad', 'isnt', 'itxx']","['missed', 'havent', 'much', 'bit', 'bored', 'holiday', 'want', 'go', 'bak', 'college', 'sad', 'isnt', 'itxx']",110,6,3,4,0,0
4528,ham,hiya probably coming home weekend next,hiya probably coming home weekend next,"['hiya', 'probably', 'coming', 'home', 'weekend', 'next']","['hiya', 'probably', 'coming', 'home', 'weekend', 'next']",57,2,1,1,2,0
4529,ham,dont forget though love walk beside watching keeping heart warm,dont forget though love walk beside watching keeping heart warm,"['dont', 'forget', 'though', 'love', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']","['dont', 'forget', 'though', 'love', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']",94,5,3,0,0,0
4530,ham,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly,"['wish', 'things', 'different', 'wonder', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walks', 'drugs', 'without', 'askin', 'please', 'find', 'things', 'laugh', 'love', 'dearly']","['wish', 'thing', 'different', 'wonder', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walk', 'drug', 'without', 'askin', 'please', 'find', 'thing', 'laugh', 'love', 'dearly']",191,9,3,6,1,0
4531,ham,day making dinner tonite invited,days making dinner tonite invited,"['days', 'making', 'dinner', 'tonite', 'invited']","['day', 'making', 'dinner', 'tonite', 'invited']",48,3,2,0,0,0
4532,spam,gr new service live sex video chat mob see sexiest dirtiest girl live phone detail text horny cancel send stop,gr new service live sex video chat mob see sexiest dirtiest girls live phone details text horny cancel send stop,"['gr', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girls', 'live', 'phone', 'details', 'text', 'horny', 'cancel', 'send', 'stop']","['gr', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girl', 'live', 'phone', 'detail', 'text', 'horny', 'cancel', 'send', 'stop']",171,10,4,5,0,1
4533,ham,money steve mate,money steve mate,"['money', 'steve', 'mate']","['money', 'steve', 'mate']",26,3,0,0,0,0
4534,ham,late tellmiss way,late tellmiss way,"['late', 'tellmiss', 'way']","['late', 'tellmiss', 'way']",27,1,0,2,0,0
4535,ham,never blame day life good day give happiness bad day give experience essential life god blessing good morning,never blame day life good days give happiness bad days give experience essential life gods blessings good morning,"['never', 'blame', 'day', 'life', 'good', 'days', 'give', 'happiness', 'bad', 'days', 'give', 'experience', 'essential', 'life', 'gods', 'blessings', 'good', 'morning']","['never', 'blame', 'day', 'life', 'good', 'day', 'give', 'happiness', 'bad', 'day', 'give', 'experience', 'essential', 'life', 'god', 'blessing', 'good', 'morning']",164,9,4,4,1,0
4536,ham,normally use drink water daily,normally use drink water daily,"['normally', 'use', 'drink', 'water', 'daily']","['normally', 'use', 'drink', 'water', 'daily']",46,2,1,1,1,0
4537,ham,dare ask luck sorting car,dare ask luck sorting car,"['dare', 'ask', 'luck', 'sorting', 'car']","['dare', 'ask', 'luck', 'sorting', 'car']",41,3,2,0,0,0
4538,ham,party place usf charge contribute way greatly appreciated yeah got room one,partys place usf charge contribute way greatly appreciated yeah got room one,"['partys', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']","['party', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']",112,5,2,2,1,0
4539,ham,urgh coach hot smell chip fat thanks especially duvet predictive text word,urgh coach hot smells chip fat thanks especially duvet predictive text word,"['urgh', 'coach', 'hot', 'smells', 'chip', 'fat', 'thanks', 'especially', 'duvet', 'predictive', 'text', 'word']","['urgh', 'coach', 'hot', 'smell', 'chip', 'fat', 'thanks', 'especially', 'duvet', 'predictive', 'text', 'word']",111,6,1,4,1,0
4540,ham,hiya last night ive naughty bought clothes little ready shopping tho kind time wan na meet,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet,"['hiya', 'last', 'night', 'ive', 'naughty', 'bought', 'clothes', 'little', 'ready', 'shopping', 'tho', 'kind', 'time', 'wan', 'na', 'meet']","['hiya', 'last', 'night', 'ive', 'naughty', 'bought', 'clothes', 'little', 'ready', 'shopping', 'tho', 'kind', 'time', 'wan', 'na', 'meet']",139,9,1,5,1,0
4541,spam,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim win utxt rply chat hlp msgp rcv,freemsg hi baby wow got new cam moby wanna c hot pic fancy chatim win utxt rply chat hlp msgp rcv,"['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', 'wan', 'na', 'c', 'hot', 'pic', 'fancy', 'chatim', 'win', 'utxt', 'rply', 'chat', 'hlp', 'msgp', 'rcv']","['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', 'wan', 'na', 'c', 'hot', 'pic', 'fancy', 'chatim', 'win', 'utxt', 'rply', 'chat', 'hlp', 'msgp', 'rcv']",165,12,5,3,0,1
4542,ham,ive trying reach without success,ive trying reach without success,"['ive', 'trying', 'reach', 'without', 'success']","['ive', 'trying', 'reach', 'without', 'success']",48,2,1,1,0,0
4543,ham,derek done class,derek done class,"['derek', 'done', 'class']","['derek', 'done', 'class']",26,2,1,0,0,0
4544,ham,never lei v lazy got wat dat day send da url cant work one,never lei v lazy got wat dat day send da url cant work one,"['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'send', 'da', 'url', 'cant', 'work', 'one']","['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'send', 'da', 'url', 'cant', 'work', 'one']",101,6,2,4,1,0
4545,ham,never try alone take weight tear come heart fall eye always remember stupid friend share bslvyl,never try alone take weight tear comes heart falls eyes always remember stupid friend share bslvyl,"['never', 'try', 'alone', 'take', 'weight', 'tear', 'comes', 'heart', 'falls', 'eyes', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']","['never', 'try', 'alone', 'take', 'weight', 'tear', 'come', 'heart', 'fall', 'eye', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']",144,7,3,2,3,0
4546,ham,hey mate spoke mag people deliver end month deliver th sept talk later,hey mate spoke mag people deliver end month deliver th sept talk later,"['hey', 'mate', 'spoke', 'mag', 'people', 'deliver', 'end', 'month', 'deliver', 'th', 'sept', 'talk', 'later']","['hey', 'mate', 'spoke', 'mag', 'people', 'deliver', 'end', 'month', 'deliver', 'th', 'sept', 'talk', 'later']",110,7,3,1,2,0
4547,ham,hope good week checking,hope good week checking,"['hope', 'good', 'week', 'checking']","['hope', 'good', 'week', 'checking']",36,3,0,1,0,0
4548,ham,haha friend tyler literally asked could get dubsack,haha friend tyler literally asked could get dubsack,"['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']","['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']",76,3,2,0,1,0
4549,ham,hey fancy meetin cha hav lil beverage txt ring meet lr quite tired got vpist love pete x x x,hey fancy meetin cha hav lil beverage txt ring meet lr quite tired got vpist love pete x x x,"['hey', 'fancy', 'meetin', 'cha', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'lr', 'quite', 'tired', 'got', 'vpist', 'love', 'pete', 'x', 'x', 'x']","['hey', 'fancy', 'meetin', 'cha', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'lr', 'quite', 'tired', 'got', 'vpist', 'love', 'pete', 'x', 'x', 'x']",153,11,2,5,1,0
4550,ham,great safe trip dont panic surrender,great safe trip dont panic surrender,"['great', 'safe', 'trip', 'dont', 'panic', 'surrender']","['great', 'safe', 'trip', 'dont', 'panic', 'surrender']",55,4,0,2,0,0
4551,ham,symptom love like listening song get stopped see name beloved wont get angry,symptoms love like listening songs get stopped see name beloved wont get angry,"['symptoms', 'love', 'like', 'listening', 'songs', 'get', 'stopped', 'see', 'name', 'beloved', 'wont', 'get', 'angry']","['symptom', 'love', 'like', 'listening', 'song', 'get', 'stopped', 'see', 'name', 'beloved', 'wont', 'get', 'angry']",116,3,4,5,0,0
4552,ham,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt noe hor,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt noe hor,"['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilates', 'orchard', 'mrt', 'noe', 'hor']","['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilate', 'orchard', 'mrt', 'noe', 'hor']",123,13,1,1,0,0
4553,ham,try something dear read something exam,try something dear read something exams,"['try', 'something', 'dear', 'read', 'something', 'exams']","['try', 'something', 'dear', 'read', 'something', 'exam']",57,3,1,2,0,0
4554,ham,wonder world th th style th smile th personality rd nature nd sm st lovely friendship good morning dear,wonders world th th style th smile th personality rd nature nd sms st lovely friendship good morning dear,"['wonders', 'world', 'th', 'th', 'style', 'th', 'smile', 'th', 'personality', 'rd', 'nature', 'nd', 'sms', 'st', 'lovely', 'friendship', 'good', 'morning', 'dear']","['wonder', 'world', 'th', 'th', 'style', 'th', 'smile', 'th', 'personality', 'rd', 'nature', 'nd', 'sm', 'st', 'lovely', 'friendship', 'good', 'morning', 'dear']",161,14,1,3,1,0
4555,ham,gettin rdy ship comp,gettin rdy ship comp,"['gettin', 'rdy', 'ship', 'comp']","['gettin', 'rdy', 'ship', 'comp']",33,4,0,0,0,0
4556,ham,hospital da return home evening,hospital da return home evening,"['hospital', 'da', 'return', 'home', 'evening']","['hospital', 'da', 'return', 'home', 'evening']",47,5,0,0,0,0
4557,ham,piss talking someone realise point itnow read backwards,piss talking someone realise point itnow read backwards,"['piss', 'talking', 'someone', 'realise', 'point', 'itnow', 'read', 'backwards']","['piss', 'talking', 'someone', 'realise', 'point', 'itnow', 'read', 'backwards']",80,5,3,0,0,0
4558,ham,think da wil,think da wil,"['think', 'da', 'wil']","['think', 'da', 'wil']",22,2,1,0,0,0
4559,ham,awake oh whats,awake oh whats,"['awake', 'oh', 'whats']","['awake', 'oh', 'whats']",24,3,0,0,0,0
4560,ham,good afternoon boytoy go walking day get police abstract still wake miss babe,good afternoon boytoy goes walking day get police abstract still wake miss babe,"['good', 'afternoon', 'boytoy', 'goes', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']","['good', 'afternoon', 'boytoy', 'go', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']",117,6,4,2,1,0
4561,ham,much trying get,much trying get,"['much', 'trying', 'get']","['much', 'trying', 'get']",25,1,1,1,0,0
4562,ham,come around ltdecimalgt pm vikkyim otside nw il come tht time,come around ltdecimalgt pm vikkyim otside nw il come tht time,"['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']","['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']",95,4,2,3,0,0
4563,ham,tell address,tell address,"['tell', 'address']","['tell', 'address']",19,2,0,0,0,0
4564,ham,honeybee sweetest world god laughed amp waitu havnt met person reading msg moral even god crack joke gmgngegn,honeybee sweetest world god laughed amp waitu havnt met person reading msg moral even god crack jokes gmgngegn,"['honeybee', 'sweetest', 'world', 'god', 'laughed', 'amp', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'jokes', 'gmgngegn']","['honeybee', 'sweetest', 'world', 'god', 'laughed', 'amp', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']",164,9,4,4,1,0
4565,ham,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g,"['buy', 'blackberry', 'bold', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']","['buy', 'blackberry', 'bold', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']",152,7,7,4,0,0
4566,ham,together thinkin,together thinkin,"['together', 'thinkin']","['together', 'thinkin']",23,1,0,0,1,0
4567,ham,hiya hows going sunny africa hope r avin good time give big old silver back big kiss,hiya hows going sunny africa hope r avin good time give big old silver back big kiss,"['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']","['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']",136,6,4,5,2,0
4568,ham,time come tomorrow,time come tomorrow,"['time', 'come', 'tomorrow']","['time', 'come', 'tomorrow']",28,2,1,0,0,0
4569,spam,wan na laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd,wanna laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd,"['wan', 'na', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', 'cm', 'po', 'box', 'london', 'wa', 'zf', 'pmsg', 'rcvd']","['wan', 'na', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', 'cm', 'po', 'box', 'london', 'wa', 'zf', 'pmsg', 'rcvd']",151,12,2,2,0,2
4570,ham,cha quiteamuzing thatscool babe,cha quiteamuzing thatscool babe,"['cha', 'quiteamuzing', 'thatscool', 'babe']","['cha', 'quiteamuzing', 'thatscool', 'babe']",44,3,1,0,0,0
4571,ham,omg know ate,omg know ate,"['omg', 'know', 'ate']","['omg', 'know', 'ate']",22,2,1,0,0,0
4572,spam,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max,"['urgent', 'nd', 'attempt', 'contact', 'uu', 'call', 'b', 'tcsbcmwcnxxcallcostppmmobilesvary', 'max']","['urgent', 'nd', 'attempt', 'contact', 'uu', 'call', 'b', 'tcsbcmwcnxxcallcostppmmobilesvary', 'max']",101,6,0,2,0,0
4573,ham,,,[],[],2,0,0,0,0,0
4574,ham,directly behind abt row behind,directly behind abt rows behind,"['directly', 'behind', 'abt', 'rows', 'behind']","['directly', 'behind', 'abt', 'row', 'behind']",46,2,0,0,1,0
4575,spam,congratulation awarded cd voucher gift guaranteed free entry wkly draw txt music,congratulations awarded cd vouchers gift guaranteed free entry wkly draw txt music,"['congratulations', 'awarded', 'cd', 'vouchers', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music']","['congratulation', 'awarded', 'cd', 'voucher', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music']",117,6,3,2,1,0
4576,spam,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records,"['contract', 'mobile', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'mins', 'text', 'orange', 'tariffs', 'text', 'yes', 'callback', 'remove', 'records']","['contract', 'mobile', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'min', 'text', 'orange', 'tariff', 'text', 'yes', 'callback', 'remove', 'record']",169,11,0,5,0,0
4577,spam,urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,"['urgent', 'call', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', 'sk', 'wp', 'ppm']","['urgent', 'call', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'collection', 'sae', 'tc', 'po', 'box', 'sk', 'wp', 'ppm']",143,14,0,2,0,0
4578,ham,plan yet,plans yet,"['plans', 'yet']","['plan', 'yet']",15,1,0,0,1,0
4579,ham,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt w al sudn,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn,"['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'ws', 'al', 'sudn']","['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'w', 'al', 'sudn']",138,10,2,3,1,0
4580,ham,course math one day one chapter one month finish,course maths one day one chapter one month finish,"['course', 'maths', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']","['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']",76,6,0,0,0,0
4581,ham,wow didnt think common take back freak unless chop,wow didnt think common take back freak unless chop,"['wow', 'didnt', 'think', 'common', 'take', 'back', 'freak', 'unless', 'chop']","['wow', 'didnt', 'think', 'common', 'take', 'back', 'freak', 'unless', 'chop']",78,3,2,2,0,0
4582,spam,chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,"['chance', 'win', 'wkly', 'shopping', 'spree', 'txt', 'shop', 'tscs', 'wwwtxtshopcom', 'custcare', 'xpwk']","['chance', 'win', 'wkly', 'shopping', 'spree', 'txt', 'shop', 'tscs', 'wwwtxtshopcom', 'custcare', 'xpwk']",106,9,0,1,1,0
4583,ham,noooooooo please last thing need stress life fair,noooooooo please last thing need stress life fair,"['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']","['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']",74,5,0,3,0,0
4584,spam,secret admirer looking make contact ufind rreveal think specialcall stopsmsppm,secret admirer looking make contact ufind rreveal thinks specialcall stopsmsppm,"['secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'specialcall', 'stopsmsppm']","['secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'think', 'specialcall', 'stopsmsppm']",109,5,3,2,0,0
4585,spam,mila age blonde new uk look sex uk guy like fun text mtalk pptxt st free increment help,mila age blonde new uk look sex uk guys like fun text mtalk pptxt st free increments help,"['mila', 'age', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guys', 'like', 'fun', 'text', 'mtalk', 'pptxt', 'st', 'free', 'increments', 'help']","['mila', 'age', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'like', 'fun', 'text', 'mtalk', 'pptxt', 'st', 'free', 'increment', 'help']",142,10,2,5,0,0
4586,ham,see swing bit got thing take care firsg,see swing bit got things take care firsg,"['see', 'swing', 'bit', 'got', 'things', 'take', 'care', 'firsg']","['see', 'swing', 'bit', 'got', 'thing', 'take', 'care', 'firsg']",64,4,3,1,0,0
4587,ham,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,"['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya']","['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya']",182,11,4,6,0,0
4588,ham,finished work yet something,finished work yet something,"['finished', 'work', 'yet', 'something']","['finished', 'work', 'yet', 'something']",40,2,1,0,1,0
4589,ham,tomorrow going theatre come wherever call tell come tomorrow,tomorrow going theatre come wherever call tell come tomorrow,"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'call', 'tell', 'come', 'tomorrow']","['tomorrow', 'going', 'theatre', 'come', 'wherever', 'call', 'tell', 'come', 'tomorrow']",88,5,2,1,1,0
4590,spam,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx,"['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', 'optout', 'txt', 'eng', 'stop', 'box', 'wwx']","['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', 'optout', 'txt', 'eng', 'stop', 'box', 'wwx']",171,11,3,4,1,0
4591,ham,right wasnt phoned someone number like,right wasnt phoned someone number like,"['right', 'wasnt', 'phoned', 'someone', 'number', 'like']","['right', 'wasnt', 'phoned', 'someone', 'number', 'like']",57,3,1,1,0,0
4592,ham,wun b angry msg aft come home tonight,wun b angry msg aft come home tonight,"['wun', 'b', 'angry', 'msg', 'aft', 'come', 'home', 'tonight']","['wun', 'b', 'angry', 'msg', 'aft', 'come', 'home', 'tonight']",62,6,1,1,0,0
4593,ham,good time nice something bit different weekend change see ya soon,good time nice something bit different weekends change see ya soon,"['good', 'time', 'nice', 'something', 'bit', 'different', 'weekends', 'change', 'see', 'ya', 'soon']","['good', 'time', 'nice', 'something', 'bit', 'different', 'weekend', 'change', 'see', 'ya', 'soon']",99,4,1,3,3,0
4594,ham,yo sorry shower sup,yo sorry shower sup,"['yo', 'sorry', 'shower', 'sup']","['yo', 'sorry', 'shower', 'sup']",32,4,0,0,0,0
4595,ham,carlos pick swing usf little bit,carlos pick swing usf little bit,"['carlos', 'pick', 'swing', 'usf', 'little', 'bit']","['carlos', 'pick', 'swing', 'usf', 'little', 'bit']",51,3,1,2,0,0
4596,ham,full heat pa applyed oil pa,full heat pa applyed oil pa,"['full', 'heat', 'pa', 'applyed', 'oil', 'pa']","['full', 'heat', 'pa', 'applyed', 'oil', 'pa']",46,4,1,1,0,0
4597,ham,stuck da middle da row da right hand side da lt,stuck da middle da row da right hand side da lt,"['stuck', 'da', 'middle', 'da', 'row', 'da', 'right', 'hand', 'side', 'da', 'lt']","['stuck', 'da', 'middle', 'da', 'row', 'da', 'right', 'hand', 'side', 'da', 'lt']",81,9,0,2,0,0
